type,mesh_code,disp,sd
jido,5439219813,0.045948075,0.214355022
jido,5439219821,0.040825942,0.202054304
jido,5439219823,0.039052772,0.197617742
jido,5439219824,0.036281207,0.190476264
jido,5439219831,0.042792882,0.206864405
jido,5439219842,0.034701578,0.186283595
jido,5439219844,0.033013006,0.181694815
jido,5439219914,0.031761013,0.178216197
jido,5439219931,0.032581959,0.180504734
jido,5439310212,0.004429811,0.066556822
jido,5439310221,0.005542791,0.074449924
jido,5439310222,0.006799293,0.082457823
jido,5439310223,0.004256363,0.065240811
jido,5439310224,0.005070664,0.071208592
jido,5439310242,0.00364798,0.060398506
jido,5439310311,0.008124361,0.090135237
jido,5439310312,0.009352314,0.096707363
jido,5439310313,0.005842566,0.076436679
jido,5439310314,0.0064314,0.08019601
jido,5439310321,0.010185633,0.100923898
jido,5439310322,0.010191879,0.100954836
jido,5439310331,0.00405145,0.063650999
jido,5439310412,0.006288061,0.079297293
jido,5439310414,0.003142528,0.056058257
jido,5439310421,0.002934298,0.054169162
jido,5439310422,3.96E-04,0.019889241
jido,5439310423,0.001164481,0.034124491
jido,5439310424,3.25E-05,0.005702312
jido,5439310432,0.001422531,0.037716459
jido,5439310433,0.001284557,0.035840723
jido,5439310434,5.31E-04,0.023033096
jido,5439310441,3.43E-04,0.018533008
jido,5439310442,2.87E-05,0.005358043
jido,5439310443,3.84E-05,0.006198519
jido,5439310444,1.99E-04,0.014122498
jido,5439310511,4.27E-04,0.020669496
jido,5439310512,0.004013059,0.063348713
jido,5439310514,0.00381501,0.061765765
jido,5439310521,0.010786244,0.103856844
jido,5439310522,0.019245366,0.138727668
jido,5439310531,0.001057186,0.032514394
jido,5439310532,0.003714435,0.060946166
jido,5439310533,0.001358914,0.036863449
jido,5439310611,0.027525194,0.165907186
jido,5439310612,0.034192342,0.184911713
jido,5439310613,0.021964808,0.148205291
jido,5439310712,0.040998432,0.202480695
jido,5439310721,0.039768436,0.19942025
jido,5439310722,0.038168746,0.195368233
jido,5439311321,0.001375694,0.037090348
jido,5439311322,9.90E-04,0.031456865
jido,5439311323,6.82E-04,0.026111844
jido,5439311324,4.12E-04,0.020303922
jido,5439311341,2.76E-04,0.016598913
jido,5439311342,1.17E-04,0.010803221
jido,5439311343,6.94E-05,0.008331578
jido,5439311411,5.23E-04,0.022874529
jido,5439311412,1.24E-04,0.011123652
jido,5439311421,1.38E-05,0.003711164
jido,5439311422,4.48E-04,0.021176154
jido,5439311423,1.39E-04,0.011785185
jido,5439311424,7.25E-04,0.026934978
jido,5439311511,0.001637552,0.040466678
jido,5439311614,0.014453465,0.120222563
jido,5439311623,0.016997709,0.130375263
jido,5439311624,0.019145508,0.138367292
jido,5439311632,0.012866916,0.113432431
jido,5439311641,0.015096002,0.122865787
jido,5439312312,2.79E-05,0.005284758
jido,5439312321,1.26E-06,0.001121584
kominkan,5439104543,0.004740143,0.0688487
kominkan,5439104631,0.004709839,0.068628265
kominkan,5439104633,0.004775714,0.069106544
kominkan,5439105512,0.004779341,0.069132779
kominkan,5439105611,0.004845948,0.069612847
kominkan,5439105613,0.004920858,0.070148827
kominkan,5439105631,0.005000779,0.070716185
kominkan,5439105634,0.005112596,0.071502417
kominkan,5439106524,0.005232719,0.072337532
kominkan,5439106534,0.005311982,0.072883348
kominkan,5439106612,0.005208466,0.072169704
kominkan,5439106634,0.005539397,0.074427125
kominkan,5439107621,0.005719519,0.075627505
kominkan,5439107644,0.006271054,0.079189985
kominkan,5439108622,0.006468486,0.080426897
kominkan,5439108624,0.006682291,0.081745279
kominkan,5439108711,0.006554156,0.080957744
kominkan,5439108743,0.007572942,0.087022655
kominkan,5439108744,0.007660124,0.087522133
kominkan,5439109614,0.00725915,0.085200644
kominkan,5439109624,0.007721195,0.08787033
kominkan,5439109713,0.007947069,0.089146336
kominkan,5439109722,0.008057237,0.089762116
kominkan,5439109724,0.008504817,0.092221564
kominkan,5439109731,0.008301989,0.091115253
kominkan,5439109813,0.00861347,0.092808783
kominkan,5439109821,0.008125475,0.090141419
kominkan,5439109831,0.009163281,0.095725027
kominkan,5439109833,0.009794394,0.098966632
kominkan,5439109844,0.009869456,0.099345134
kominkan,5439109924,0.007485266,0.086517434
kominkan,5439109933,0.009656522,0.098267602
kominkan,5439109934,0.009327206,0.096577462
kominkan,5439109942,0.007918769,0.088987468
kominkan,5439109944,0.008417738,0.091748232
kominkan,5439119013,0.007114337,0.084346529
kominkan,5439119031,0.007483974,0.086509965
kominkan,5439119033,0.007902782,0.088897591
kominkan,5439119131,0.005810969,0.076229713
kominkan,5439119133,0.005988038,0.077382413
kominkan,5439200812,0.010722972,0.103551783
kominkan,5439200821,0.010800373,0.103924844
kominkan,5439200822,0.010726525,0.103568939
kominkan,5439200824,0.011765618,0.108469434
kominkan,5439200842,0.013044412,0.114212136
kominkan,5439200911,0.010489336,0.102417461
kominkan,5439200913,0.011502675,0.107250525
kominkan,5439200922,0.008994499,0.094839331
kominkan,5439200924,0.009664059,0.098305948
kominkan,5439200931,0.012757578,0.112949451
kominkan,5439200932,0.012176691,0.110348047
kominkan,5439200933,0.014345035,0.119770759
kominkan,5439200934,0.013617289,0.11669314
kominkan,5439200941,0.011368651,0.106623876
kominkan,5439200942,0.010444726,0.102199443
kominkan,5439200943,0.012561193,0.112076728
kominkan,5439200944,0.011358812,0.106577728
kominkan,5439201624,0.010481303,0.102378234
kominkan,5439201641,0.009945044,0.09972484
kominkan,5439201734,0.01340303,0.115771458
kominkan,5439201742,0.015853476,0.125910588
kominkan,5439201744,0.016911059,0.130042528
kominkan,5439201824,0.019333789,0.139045998
kominkan,5439201832,0.019609814,0.140035044
kominkan,5439201834,0.021944895,0.148138093
kominkan,5439201842,0.022822722,0.15107191
kominkan,5439201844,0.027436457,0.165639539
kominkan,5439201912,0.015476857,0.124406017
kominkan,5439201913,0.019156856,0.138408293
kominkan,5439201914,0.017958374,0.134008859
kominkan,5439201923,0.015955206,0.12631392
kominkan,5439201924,0.013700151,0.117047643
kominkan,5439201933,0.028364045,0.168416286
kominkan,5439201934,0.026390759,0.162452329
kominkan,5439201941,0.018469952,0.135904202
kominkan,5439201942,0.015193636,0.123262469
kominkan,5439201944,0.016938203,0.130146852
kominkan,5439202622,0.011182372,0.105746735
kominkan,5439202623,0.010263066,0.101306792
kominkan,5439202642,0.011238121,0.106010005
kominkan,5439202643,0.010114397,0.100570358
kominkan,5439202711,0.012349566,0.1111286
kominkan,5439202712,0.01378573,0.117412647
kominkan,5439202713,0.012486045,0.111740975
kominkan,5439202714,0.014016376,0.118390776
kominkan,5439202722,0.017827013,0.133517837
kominkan,5439202723,0.015960082,0.126333219
kominkan,5439202724,0.01847743,0.13593171
kominkan,5439202731,0.012488061,0.111749992
kominkan,5439202734,0.013903332,0.117912391
kominkan,5439202742,0.018743338,0.136906312
kominkan,5439202743,0.015907108,0.126123385
kominkan,5439202744,0.018550974,0.136201961
kominkan,5439202811,0.020686196,0.143826966
kominkan,5439202813,0.021807198,0.147672603
kominkan,5439202821,0.028709554,0.169438938
kominkan,5439202822,0.033389713,0.182728522
kominkan,5439202823,0.032410096,0.180028041
kominkan,5439202824,0.040330728,0.200825118
kominkan,5439202831,0.02234993,0.149498931
kominkan,5439202832,0.027413949,0.165571582
kominkan,5439202833,0.022145926,0.148815074
kominkan,5439202834,0.02721533,0.164970693
kominkan,5439202841,0.034817636,0.186594845
kominkan,5439202842,0.04603029,0.214546709
kominkan,5439202843,0.034675588,0.186213824
kominkan,5439202844,0.046112959,0.21473928
kominkan,5439202911,0.036250027,0.190394399
kominkan,5439202912,0.033882442,0.18407184
kominkan,5439202913,0.047659805,0.218311257
kominkan,5439202921,0.026579258,0.163031462
kominkan,5439202922,0.018900998,0.137480901
kominkan,5439202923,0.032563594,0.180453855
kominkan,5439202924,0.020853794,0.144408426
kominkan,5439202931,0.061866087,0.248728943
kominkan,5439202933,0.062901277,0.250801269
kominkan,5439202934,0.060898562,0.24677634
kominkan,5439202942,0.022161223,0.148866461
kominkan,5439202943,0.038000554,0.194937308
kominkan,5439202944,0.021987136,0.148280598
kominkan,5439203721,0.015437366,0.124247199
kominkan,5439203722,0.017903806,0.133805106
kominkan,5439203812,0.025688025,0.160274842
kominkan,5439203813,0.019669621,0.140248425
kominkan,5439203814,0.023251582,0.152484693
kominkan,5439203821,0.031903627,0.178615864
kominkan,5439203823,0.027716015,0.166481276
kominkan,5439203824,0.032601486,0.180558817
kominkan,5439203841,0.023365844,0.152858901
kominkan,5439203842,0.025961228,0.161124884
kominkan,5439203844,0.020769109,0.144114915
kominkan,5439203912,0.045738564,0.213865761
kominkan,5439203913,0.035731962,0.189028998
kominkan,5439203914,0.033312144,0.182516147
kominkan,5439203922,0.020253584,0.142315087
kominkan,5439203931,0.026935598,0.164120683
kominkan,5439203932,0.02490092,0.157800254
kominkan,5439203942,0.015218215,0.123362131
kominkan,5439203944,0.012938444,0.113747282
kominkan,5439204824,0.013859842,0.117727832
kominkan,5439204843,0.009988678,0.099943374
kominkan,5439204913,0.013460495,0.116019374
kominkan,5439204914,0.012453913,0.1115971
kominkan,5439204931,0.011163293,0.105656486
kominkan,5439204932,0.010351515,0.101742394
kominkan,5439204941,0.009257121,0.096213932
kominkan,5439210011,0.008377304,0.091527612
kominkan,5439210024,0.006945751,0.08334117
kominkan,5439210031,0.009519071,0.097565727
kominkan,5439210033,0.010195672,0.100973622
kominkan,5439210034,0.009184523,0.095835918
kominkan,5439210042,0.007256347,0.085184194
kominkan,5439210112,0.00573846,0.075752627
kominkan,5439210113,0.006403404,0.080021272
kominkan,5439210114,0.005907378,0.07685947
kominkan,5439210131,0.006656307,0.081586193
kominkan,5439210132,0.006103677,0.078126033
kominkan,5439210133,0.006960073,0.083427053
kominkan,5439210134,0.006341314,0.079632368
kominkan,5439210213,0.00470864,0.068619533
kominkan,5439211011,0.010942512,0.104606462
kominkan,5439211012,0.009745669,0.098720155
kominkan,5439211013,0.011748891,0.108392301
kominkan,5439211014,0.010357381,0.10177122
kominkan,5439211023,0.009422993,0.097072102
kominkan,5439211031,0.012588693,0.112199343
kominkan,5439211032,0.011045302,0.105096631
kominkan,5439211033,0.013413705,0.11581755
kominkan,5439211034,0.011896895,0.109072887
kominkan,5439211041,0.010250401,0.101244266
kominkan,5439211042,0.009576907,0.097861671
kominkan,5439211043,0.011612583,0.107761696
kominkan,5439211044,0.011133674,0.105516226
kominkan,5439211111,0.007347798,0.085719299
kominkan,5439211112,0.006643375,0.081506902
kominkan,5439211122,0.005371227,0.073288656
kominkan,5439211133,0.009899517,0.099496315
kominkan,5439211134,0.008354821,0.091404709
kominkan,5439211212,0.004463529,0.066809648
kominkan,5439212011,0.01414956,0.118951921
kominkan,5439212012,0.013134689,0.114606672
kominkan,5439212013,0.014691379,0.121208
kominkan,5439212014,0.015058998,0.12271511
kominkan,5439212021,0.014277799,0.119489745
kominkan,5439212022,0.014043698,0.118506109
kominkan,5439212023,0.020231263,0.142236644
kominkan,5439212024,0.019610069,0.140035958
kominkan,5439212031,0.014887834,0.122015713
kominkan,5439212032,0.016963366,0.130243488
kominkan,5439212033,0.014599006,0.120826345
kominkan,5439212034,0.016148074,0.127075072
kominkan,5439212041,0.033722199,0.18363605
kominkan,5439212042,0.026926634,0.164093371
kominkan,5439212043,0.027393713,0.165510463
kominkan,5439212044,0.03006153,0.173382612
kominkan,5439212111,0.011794904,0.108604346
kominkan,5439212112,0.009311773,0.09649753
kominkan,5439212113,0.014340123,0.119750252
kominkan,5439212114,0.010292051,0.101449744
kominkan,5439212121,0.007352297,0.085745534
kominkan,5439212122,0.005960481,0.077204151
kominkan,5439212123,0.007663605,0.08754202
kominkan,5439212124,0.006002749,0.077477411
kominkan,5439212131,0.0164447,0.12823689
kominkan,5439212132,0.010830011,0.104067338
kominkan,5439212133,0.016033146,0.126622061
kominkan,5439212134,0.010410379,0.102031263
kominkan,5439212141,0.00770801,0.087795271
kominkan,5439212142,0.005899276,0.076806742
kominkan,5439212143,0.007356832,0.085771978
kominkan,5439212144,0.005622961,0.074986403
kominkan,5439212211,0.005014524,0.070813303
kominkan,5439212213,0.004957982,0.07041294
kominkan,5439212214,0.004311492,0.065661955
kominkan,5439212231,0.004826502,0.069473032
kominkan,5439212232,0.004194977,0.06476864
kominkan,5439212233,0.004622241,0.067987065
kominkan,5439212243,0.003755128,0.061279098
kominkan,5439213011,0.013864639,0.117748201
kominkan,5439213012,0.013502032,0.116198243
kominkan,5439213013,0.012823923,0.113242761
kominkan,5439213014,0.011356029,0.106564671
kominkan,5439213021,0.016798089,0.129607443
kominkan,5439213022,0.016979635,0.130305928
kominkan,5439213023,0.011840629,0.108814655
kominkan,5439213024,0.011575291,0.107588525
kominkan,5439213031,0.011593172,0.107671594
kominkan,5439213032,0.009832011,0.099156496
kominkan,5439213034,0.008625777,0.092875063
kominkan,5439213041,0.009218147,0.09601118
kominkan,5439213042,0.008591184,0.092688639
kominkan,5439213043,0.007652742,0.087479951
kominkan,5439213044,0.006871233,0.082892904
kominkan,5439213111,0.012883523,0.113505608
kominkan,5439213112,0.00908339,0.09530682
kominkan,5439213113,0.009690142,0.098438521
kominkan,5439213114,0.007487319,0.086529294
kominkan,5439213121,0.006657534,0.08159371
kominkan,5439213122,0.005212531,0.07219786
kominkan,5439213131,0.007447467,0.086298705
kominkan,5439213132,0.006143164,0.078378339
kominkan,5439213133,0.006028029,0.077640386
kominkan,5439213213,0.004155238,0.064461138
kominkan,5439213214,0.003817634,0.061787008
kominkan,5439213222,0.003613825,0.060115098
kominkan,5439214012,0.007594208,0.087144751
kominkan,5439214014,0.006705171,0.081885109
kominkan,5439214021,0.006587689,0.081164582
kominkan,5439214022,0.005816586,0.076266545
kominkan,5439214024,0.005149123,0.071757392
kominkan,5439214031,0.006918946,0.083180202
kominkan,5439214033,0.006106988,0.078147221
kominkan,5439214034,0.005346188,0.07311763
kominkan,5439214043,0.00477089,0.069071627
kominkan,5439214111,0.005187217,0.07202234
kominkan,5439214113,0.004758392,0.068981097
kominkan,5439214122,0.004859531,0.069710336
kominkan,5439214123,0.005400753,0.073489814
kominkan,5439214124,0.006437775,0.080235749
kominkan,5439214132,0.005204277,0.072140676
kominkan,5439214141,0.007090072,0.084202565
kominkan,5439214143,0.009649669,0.09823273
kominkan,5439214144,0.019838267,0.140848382
kominkan,5439214211,0.004925643,0.070182923
kominkan,5439214213,0.006850384,0.082767046
kominkan,5439214214,0.006065879,0.077883753
kominkan,5439214223,0.005038016,0.070978983
kominkan,5439214231,0.011920711,0.109182008
kominkan,5439214232,0.008929812,0.094497682
kominkan,5439214233,0.026669436,0.163307794
kominkan,5439214241,0.006125924,0.078268285
kominkan,5439214242,0.004898256,0.069987541
kominkan,5439214333,0.004907407,0.070052887
kominkan,5439214543,0.009628544,0.098125144
kominkan,5439215011,0.005449229,0.073818892
kominkan,5439215012,0.004856283,0.069687034
kominkan,5439215014,0.004466831,0.066834352
kominkan,5439215021,0.004429933,0.066557741
kominkan,5439215022,0.004276466,0.065394695
kominkan,5439215023,0.004158815,0.064488874
kominkan,5439215032,0.004157521,0.064478844
kominkan,5439215033,0.00418304,0.064676427
kominkan,5439215042,0.003922485,0.062629745
kominkan,5439215044,0.003747865,0.061219809
kominkan,5439215111,0.004638478,0.068106372
kominkan,5439215112,0.006193352,0.078697854
kominkan,5439215113,0.00451199,0.067171349
kominkan,5439215121,0.011239466,0.106016347
kominkan,5439215122,0.029910765,0.172947291
kominkan,5439215123,0.009884451,0.099420576
kominkan,5439215124,0.020042303,0.14157084
kominkan,5439215133,0.003985684,0.063132276
kominkan,5439215143,0.005543216,0.074452776
kominkan,5439215211,0.059302961,0.243521992
kominkan,5439215213,0.026611656,0.163130794
kominkan,5439215214,0.013527344,0.11630711
kominkan,5439215223,0.007198133,0.084841811
kominkan,5439215224,0.005467109,0.073939898
kominkan,5439215232,0.008563026,0.09253662
kominkan,5439215241,0.00612576,0.078267232
kominkan,5439215242,0.005418702,0.073611835
kominkan,5439215243,0.005510544,0.074233041
kominkan,5439215311,0.005141594,0.071704908
kominkan,5439215312,0.005537057,0.074411406
kominkan,5439215313,0.005371258,0.073288866
kominkan,5439215314,0.005917091,0.076922628
kominkan,5439215331,0.005658441,0.075222607
kominkan,5439215332,0.006363197,0.079769649
kominkan,5439215333,0.006090022,0.07803859
kominkan,5439215422,0.01026197,0.101301383
kominkan,5439215424,0.011684131,0.108093158
kominkan,5439215443,0.013774132,0.11736325
kominkan,5439215444,0.017205069,0.131168094
kominkan,5439215511,0.010650667,0.103202067
kominkan,5439215531,0.016178737,0.127195665
kominkan,5439215532,0.014346349,0.119776244
kominkan,5439215533,0.036021372,0.189792973
kominkan,5439215534,0.017782989,0.133352876
kominkan,5439216022,0.00359906,0.059992162
kominkan,5439216112,0.004086536,0.063926022
kominkan,5439216121,0.004560876,0.067534261
kominkan,5439216133,0.003493168,0.059103032
kominkan,5439216134,0.003685556,0.060708776
kominkan,5439216141,0.003981743,0.063101055
kominkan,5439216143,0.003985361,0.063129717
kominkan,5439216144,0.004447002,0.066685848
kominkan,5439216232,0.005862168,0.076564796
kominkan,5439216233,0.005205846,0.072151552
kominkan,5439216234,0.006575958,0.081092283
kominkan,5439216241,0.007440823,0.086260205
kominkan,5439216243,0.00926767,0.096268739
kominkan,5439216313,0.008135235,0.09019554
kominkan,5439216314,0.008630933,0.092902815
kominkan,5439216323,0.009461873,0.09727216
kominkan,5439216332,0.010610445,0.103007016
kominkan,5439216334,0.015166036,0.12315046
kominkan,5439216341,0.010342186,0.101696541
kominkan,5439216342,0.01210539,0.110024498
kominkan,5439216344,0.012738374,0.112864408
kominkan,5439216422,0.017830987,0.133532718
kominkan,5439216424,0.020806255,0.144243735
kominkan,5439216431,0.015622965,0.124991861
kominkan,5439216432,0.020348763,0.14264909
kominkan,5439216433,0.017026625,0.130486109
kominkan,5439216434,0.023554274,0.153474016
kominkan,5439216442,0.029872812,0.172837529
kominkan,5439216443,0.032359765,0.1798882
kominkan,5439216444,0.04237844,0.205860244
kominkan,5439216511,0.032021363,0.178945138
kominkan,5439216512,0.018087314,0.134489085
kominkan,5439216513,0.020637402,0.143657238
kominkan,5439216514,0.020171928,0.142027913
kominkan,5439216531,0.030760322,0.175386207
kominkan,5439216532,0.027842525,0.166860795
kominkan,5439216533,0.045893921,0.214228665
kominkan,5439216534,0.037649638,0.194035147
kominkan,5439216541,0.023340466,0.152775868
kominkan,5439216542,0.019034494,0.137965555
kominkan,5439216543,0.027809738,0.166762519
kominkan,5439216544,0.020689685,0.143839093
kominkan,5439216631,0.015597128,0.124888461
kominkan,5439216632,0.013028854,0.114144004
kominkan,5439216633,0.01607809,0.126799407
kominkan,5439216634,0.013093072,0.114424963
kominkan,5439216643,0.011014105,0.104948108
kominkan,5439216644,0.009459026,0.097257525
kominkan,5439217121,0.004039662,0.063558334
kominkan,5439217122,0.00456614,0.067573223
kominkan,5439217124,0.004638328,0.068105269
kominkan,5439217211,0.005457378,0.073874066
kominkan,5439217212,0.007139909,0.08449798
kominkan,5439217213,0.005550237,0.074499915
kominkan,5439217221,0.010879172,0.104303271
kominkan,5439217222,0.021377999,0.146212172
kominkan,5439217223,0.0108833,0.104323056
kominkan,5439217224,0.020738126,0.144007382
kominkan,5439217231,0.005456848,0.073870482
kominkan,5439217234,0.006243468,0.079015621
kominkan,5439217242,0.013961565,0.118159068
kominkan,5439217311,0.049332541,0.2221093
kominkan,5439217312,0.023363693,0.152851866
kominkan,5439217313,0.043191476,0.20782559
kominkan,5439217314,0.022265952,0.149217802
kominkan,5439217321,0.012409627,0.111398505
kominkan,5439217322,0.013048787,0.114231288
kominkan,5439217323,0.012239235,0.110631077
kominkan,5439217324,0.012950658,0.113800959
kominkan,5439217331,0.01806963,0.134423323
kominkan,5439217332,0.014141444,0.118917803
kominkan,5439217333,0.010597367,0.102943513
kominkan,5439217334,0.009996874,0.099984371
kominkan,5439217341,0.011045137,0.105095846
kominkan,5439217342,0.012424987,0.111467425
kominkan,5439217343,0.009816787,0.099079698
kominkan,5439217344,0.011524679,0.107353057
kominkan,5439217411,0.017825514,0.133512224
kominkan,5439217412,0.025654247,0.160169432
kominkan,5439217413,0.017742004,0.133199113
kominkan,5439217414,0.025657071,0.160178246
kominkan,5439217421,0.037502127,0.193654659
kominkan,5439217422,0.054983738,0.234486115
kominkan,5439217423,0.037700617,0.194166467
kominkan,5439217424,0.055507329,0.235599933
kominkan,5439217431,0.016742426,0.129392527
kominkan,5439217432,0.023518212,0.153356488
kominkan,5439217433,0.01504944,0.122676159
kominkan,5439217434,0.020148126,0.141944093
kominkan,5439217441,0.032886841,0.181347294
kominkan,5439217442,0.043511236,0.20859347
kominkan,5439217443,0.026333464,0.162275888
kominkan,5439217444,0.031765036,0.178227484
kominkan,5439217512,0.045880065,0.214196324
kominkan,5439217513,0.065964653,0.256835849
kominkan,5439217514,0.045511681,0.213334669
kominkan,5439217521,0.030292299,0.174046831
kominkan,5439217522,0.020918154,0.144631097
kominkan,5439217523,0.028823853,0.169775889
kominkan,5439217524,0.019243557,0.13872115
kominkan,5439217531,0.046775098,0.216275514
kominkan,5439217532,0.036430909,0.190868827
kominkan,5439217533,0.032439253,0.180109002
kominkan,5439217534,0.026595965,0.163082693
kominkan,5439217541,0.023914981,0.154644692
kominkan,5439217542,0.017164384,0.131012917
kominkan,5439217543,0.018802479,0.137122132
kominkan,5439217544,0.020396464,0.142816188
kominkan,5439217611,0.015754582,0.125517258
kominkan,5439217612,0.012768528,0.112997913
kominkan,5439217613,0.014868566,0.121936729
kominkan,5439217614,0.012329815,0.111039698
kominkan,5439217621,0.010715427,0.103515347
kominkan,5439217622,0.009159669,0.095706157
kominkan,5439217623,0.010322023,0.101597358
kominkan,5439217624,0.008766199,0.093627982
kominkan,5439217631,0.016057518,0.126718263
kominkan,5439217632,0.012668587,0.112554818
kominkan,5439217633,0.033713016,0.183611045
kominkan,5439217634,0.014314332,0.119642516
kominkan,5439217641,0.010001214,0.100006072
kominkan,5439217642,0.008320724,0.091218001
kominkan,5439217643,0.0096803,0.098388514
kominkan,5439217644,0.007814984,0.088402399
kominkan,5439217711,0.007984989,0.089358765
kominkan,5439217713,0.007629086,0.087344637
kominkan,5439217733,0.006813406,0.082543358
kominkan,5439217734,0.00659289,0.081196616
kominkan,5439217742,0.009010901,0.094925763
kominkan,5439217743,0.007922382,0.089007764
kominkan,5439217744,0.012611007,0.112298739
kominkan,5439217821,0.006653771,0.081570651
kominkan,5439217822,0.00626172,0.07913103
kominkan,5439217823,0.007665012,0.087550056
kominkan,5439217824,0.006873686,0.082907698
kominkan,5439217833,0.019727479,0.140454545
kominkan,5439217841,0.009513433,0.097536829
kominkan,5439217842,0.007785051,0.088232938
kominkan,5439217843,0.012417959,0.111435895
kominkan,5439217844,0.00888536,0.094262186
kominkan,5439217914,0.005685495,0.075402219
kominkan,5439217923,0.005320908,0.072944551
kominkan,5439217931,0.006616118,0.081339523
kominkan,5439217932,0.005877061,0.076661992
kominkan,5439217934,0.006047278,0.077764244
kominkan,5439217941,0.00540219,0.07349959
kominkan,5439217943,0.005463609,0.07391623
kominkan,5439218244,0.005565476,0.07460212
kominkan,5439218311,0.007913074,0.08895546
kominkan,5439218312,0.008157822,0.090320665
kominkan,5439218314,0.007223033,0.084988426
kominkan,5439218321,0.008787404,0.093741157
kominkan,5439218322,0.010366806,0.101817513
kominkan,5439218323,0.00795423,0.089186489
kominkan,5439218324,0.009166346,0.095741036
kominkan,5439218331,0.006266076,0.079158551
kominkan,5439218332,0.006869735,0.082883867
kominkan,5439218333,0.006267196,0.079165623
kominkan,5439218334,0.00735832,0.085780651
kominkan,5439218341,0.007582695,0.087078672
kominkan,5439218342,0.008336537,0.09130464
kominkan,5439218343,0.00860721,0.092775048
kominkan,5439218344,0.008884565,0.094257971
kominkan,5439218411,0.013010549,0.114063794
kominkan,5439218412,0.016539294,0.128605185
kominkan,5439218413,0.010979157,0.104781474
kominkan,5439218414,0.01328692,0.115268903
kominkan,5439218421,0.020335004,0.142600855
kominkan,5439218422,0.023027767,0.151749025
kominkan,5439218423,0.015562609,0.124750188
kominkan,5439218424,0.016896489,0.129986497
kominkan,5439218431,0.009317973,0.096529649
kominkan,5439218432,0.010670449,0.103297867
kominkan,5439218433,0.008534648,0.092383158
kominkan,5439218434,0.008837104,0.09400587
kominkan,5439218441,0.012007997,0.109581006
kominkan,5439218442,0.012677153,0.112592863
kominkan,5439218443,0.009497924,0.097457293
kominkan,5439218444,0.009841534,0.099204508
kominkan,5439218511,0.022820843,0.151065692
kominkan,5439218512,0.019330502,0.139034174
kominkan,5439218513,0.016457443,0.128286568
kominkan,5439218514,0.014344,0.119766438
kominkan,5439218521,0.015129663,0.123002695
kominkan,5439218522,0.019224323,0.138651805
kominkan,5439218523,0.012048432,0.109765352
kominkan,5439218524,0.012071766,0.109871587
kominkan,5439218531,0.0122528,0.110692366
kominkan,5439218532,0.011003086,0.104895594
kominkan,5439218533,0.00961831,0.098072985
kominkan,5439218534,0.009483765,0.097384622
kominkan,5439218541,0.00981703,0.099080925
kominkan,5439218542,0.009099965,0.095393736
kominkan,5439218543,0.010953175,0.104657418
kominkan,5439218544,0.010121413,0.100605234
kominkan,5439218611,0.030510165,0.174671593
kominkan,5439218612,0.013438024,0.115922491
kominkan,5439218613,0.012887038,0.113521091
kominkan,5439218614,0.009960709,0.09980335
kominkan,5439218621,0.00892353,0.09446444
kominkan,5439218623,0.007728384,0.087911229
kominkan,5439218624,0.006540212,0.080871575
kominkan,5439218631,0.008554439,0.092490211
kominkan,5439218632,0.007605533,0.087209707
kominkan,5439218633,0.007595944,0.087154715
kominkan,5439218641,0.006648458,0.081538079
kominkan,5439218642,0.005989921,0.07739458
kominkan,5439218643,0.006151985,0.078434592
kominkan,5439218712,0.006419781,0.080123537
kominkan,5439218714,0.006137003,0.078339026
kominkan,5439218721,0.008638288,0.09294239
kominkan,5439218722,0.017956902,0.134003367
kominkan,5439218723,0.008502625,0.092209679
kominkan,5439218724,0.018359588,0.135497556
kominkan,5439218731,0.005611061,0.074907018
kominkan,5439218741,0.007432978,0.086214722
kominkan,5439218742,0.012814246,0.113200027
kominkan,5439218811,0.043967812,0.209685032
kominkan,5439218833,0.011355762,0.106563418
kominkan,5439218834,0.011496564,0.107222031
kominkan,5439218842,0.008852527,0.094087866
kominkan,5439218843,0.009486523,0.097398781
kominkan,5439218844,0.007608954,0.087229317
kominkan,5439218913,0.007288507,0.085372755
kominkan,5439218923,0.005432568,0.073705956
kominkan,5439218931,0.006928986,0.083240534
kominkan,5439218932,0.005905811,0.076849277
kominkan,5439218933,0.006380211,0.079876223
kominkan,5439218934,0.005625714,0.075004761
kominkan,5439219221,0.004949418,0.0703521
kominkan,5439219222,0.00555332,0.074520604
kominkan,5439219224,0.005593296,0.074788339
kominkan,5439219241,0.004762241,0.069008994
kominkan,5439219242,0.005523926,0.074323117
kominkan,5439219243,0.004624073,0.068000536
kominkan,5439219244,0.005289853,0.072731378
kominkan,5439219311,0.006697973,0.081841143
kominkan,5439219312,0.009233246,0.096089783
kominkan,5439219313,0.007223868,0.084993341
kominkan,5439219314,0.011971906,0.109416206
kominkan,5439219321,0.013912902,0.117952964
kominkan,5439219322,0.013990219,0.118280256
kominkan,5439219323,0.029606544,0.172065523
kominkan,5439219324,0.032713302,0.180868189
kominkan,5439219331,0.007239323,0.085084213
kominkan,5439219332,0.012154998,0.110249708
kominkan,5439219333,0.006610633,0.081305797
kominkan,5439219334,0.009466726,0.0972971
kominkan,5439219341,0.029432886,0.171560152
kominkan,5439219342,0.032252512,0.179589845
kominkan,5439219343,0.014393926,0.119974688
kominkan,5439219344,0.014306747,0.119610814
kominkan,5439219411,0.009394538,0.096925425
