mesh_code,sd_average
5439213034,0.412921828352716
5439213041,0.4175116707137097
5439213042,0.41593460591142506
5439213043,0.41514511553826133
5439213044,0.41472906488120387
5439213111,0.4103569060569289
5439213112,0.4099475416247611
5439213113,0.4120858854289242
5439213114,0.41021823970745214
5439213121,0.4094093281366325
5439213122,0.40832244712866883
5439213131,0.41303368063622836
5439213132,0.4108622977858063
5439213133,0.41297243655394617
5439213213,0.4066232596244499
5439213214,0.4048727202299134
5439213222,0.4008917011004283
5439214012,0.4109914399153305
5439214014,0.40938702534744303
5439214021,0.41302858473767595
5439214022,0.4132723458129868
5439214024,0.4118640751923994
5439214031,0.40546053844167246
5439214033,0.40463934621682374
5439214034,0.4068801683758314
5439214043,0.40850319476985214
5439214111,0.41235322789908374
5439214113,0.4114993492934034
5439214122,0.408129175950338
5439214123,0.40936815724215536
5439214124,0.40804072400834634
5439214132,0.4100116480602314
5439214141,0.4090640519891085
5439214143,0.4088504339373887
5439214144,0.4086989922406268
5439214211,0.4066239477606758
5439214213,0.4066845258172939
5439214214,0.40531845956745877
5439214223,0.40398644832022446
5439214231,0.40696716597720417
5439214232,0.40586038730676394
5439214233,0.40902379284475265
5439214241,0.40489434223061704
5439214242,0.40422408594365933
5439214333,0.40640144081729246
5439214543,0.4065570296313798
5439215011,0.40384207867866717
5439215012,0.40583855027425086
5439215014,0.4048811041213584
5439215021,0.40738341586809285
5439215022,0.4084103629161385
5439215023,0.40638027915994557
5439215032,0.40398650245447004
5439215033,0.40152619583406257
5439215042,0.40670826021619044
5439215044,0.4059993742680616
5439215111,0.4089295269435893
5439215112,0.40900631176671837
5439215113,0.4082639768925291
5439215121,0.408854606642558
5439215122,0.4107107069395529
5439215123,0.40899176980641694
5439215124,0.41000089529612926
5439215133,0.40726253562948544
5439215143,0.4098154699804588
5439215211,0.4194156721166162
5439215213,0.4114478939569211
5439215214,0.41040671049980254
5439215223,0.41103750459144645
5439215224,0.4120746320868051
5439215232,0.41272203727235
5439215241,0.41438399638471224
5439215242,0.41589754450113503
5439215243,0.4182584265963517
5439215311,0.40938854823433707
5439215312,0.4097799787668277
5439215313,0.41286923511607754
5439215314,0.41314979208990843
5439215331,0.41674653527138206
5439215332,0.4167434052914908
5439215333,0.4208962867508458
5439215422,0.40874084393877375
5439215424,0.41076716593780976
5439215443,0.41567709865380337
5439215444,0.41573228056815165
5439215511,0.408587395666388
5439215531,0.41279470662280904
5439215532,0.41272065431080257
5439215533,0.41507103412461244
5439215534,0.41604770206886443
5439216022,0.40536535051867323
5439216112,0.40854251178342904
5439216121,0.4104613244519779
5439216133,0.40616532449399817
5439216134,0.40900624611782266
5439216141,0.4119034862662582
5439216143,0.4125553938682158
5439216144,0.4168870823991376
5439216232,0.4254709838952587
5439216233,0.4219034519131609
5439216234,0.427315506995974
5439216241,0.430295337679047
5439216243,0.4325826261174251
5439216313,0.4292906531249201
5439216314,0.4272955362187683
5439216323,0.4241359127705571
5439216332,0.4299230805326936
5439216334,0.4318596399012016
5439216341,0.4255368469637689
5439216342,0.42204948225280503
5439216344,0.4220885760819099
5439216422,0.4193820987715402
5439216424,0.424236622026516
5439216431,0.4211713777626105
5439216432,0.42343421903839173
5439216433,0.42250928668944343
5439216434,0.4271371924166751
5439216442,0.4302967180555186
5439216443,0.4333948577348705
5439216444,0.4389874768920381
5439216511,0.4191703057795263
5439216512,0.420888031942341
5439216513,0.42524875856819394
5439216514,0.42576989494058254
5439216531,0.43248751698943494
5439216532,0.43290014503731294
5439216533,0.4411532452543707
5439216534,0.4437343045732684
5439216541,0.4295667704268038
5439216542,0.42520370983418987
5439216543,0.43609661711481257
5439216544,0.4292441282542699
5439216631,0.4214827439086775
5439216632,0.41845314219236723
5439216633,0.4241647742834793
5439216634,0.4202633288014397
5439216643,0.41711071247663584
5439216644,0.4144937488968955
5439217121,0.4130344740949317
5439217122,0.4175217188991043
5439217124,0.41760849871224553
5439217211,0.42252769882970337
5439217212,0.42775416653718756
5439217213,0.42225707746139424
5439217221,0.43274443274732727
5439217222,0.4375363336283034
5439217223,0.4309464082285328
5439217224,0.43468263982045696
5439217231,0.42127213290885795
5439217234,0.4227517430479615
5439217242,0.4292882966360197
5439217311,0.44402592980233546
5439217312,0.4329460899878778
5439217313,0.4392597583425875
5439217314,0.42958000149203396
5439217321,0.42468511620593996
5439217322,0.4215102457700828
5439217323,0.4223644678357538
5439217324,0.42086553643982977
5439217331,0.42834381209452077
5439217332,0.423826505772514
5439217333,0.42302978434771493
5439217334,0.4203283795809713
5439217341,0.41993709404616886
5439217342,0.4208362170022105
5439217343,0.41897008631920907
5439217344,0.4219207203106481
5439217411,0.42409998820808326
5439217412,0.4314798098754999
5439217413,0.4261159982982021
5439217414,0.4358557376439628
5439217421,0.4403640094033484
5439217422,0.45338781089298574
5439217423,0.4460903110426529
5439217424,0.4551770738048446
5439217431,0.4283149747938635
5439217432,0.43947573325670575
5439217433,0.43037462800331844
5439217434,0.44184074886510005
5439217441,0.4501075935622135
5439217442,0.45711677073162693
5439217443,0.45222810190429086
5439217444,0.45785008762186985
5439217512,0.45490995447531435
5439217513,0.4607690656883705
5439217514,0.45583389523229817
5439217521,0.4414195665173104
5439217522,0.4323240126170196
5439217523,0.4430236607272719
5439217524,0.43361858079418586
5439217531,0.4586471138415559
5439217532,0.4523438225899382
5439217533,0.45653185542368785
5439217534,0.4491902073384786
5439217541,0.4417440643786574
5439217542,0.4331086661688459
5439217543,0.438908082568733
5439217544,0.4291328948895842
5439217611,0.42613687761028796
5439217612,0.4215139719405149
5439217613,0.4270197810990878
5439217614,0.42190739083020473
5439217621,0.41790075277060634
5439217622,0.4150221773693523
5439217623,0.4180435150716369
5439217624,0.4151019532228283
5439217631,0.4264749615395348
5439217632,0.4209859554006008
5439217633,0.42233810568542046
5439217634,0.4176680128346152
5439217641,0.4173267732210976
5439217642,0.41467341002168495
5439217643,0.4156294030041286
5439217644,0.4137876315658477
5439217711,0.4126587217863506
5439217713,0.4127288869430692
5439217733,0.4119787681462781
5439217734,0.4102112378910059
5439217742,0.4071772051140238
5439217743,0.4084819612809813
5439217744,0.40690873948905515
5439217821,0.4039884840780568
5439217822,0.4031573823065631
5439217823,0.40399553456694776
5439217824,0.4032008338422862
5439217833,0.40593176475998144
5439217841,0.403938448717223
5439217842,0.4031942973187192
5439217843,0.4038821260820265
5439217844,0.40316197675155957
5439217914,0.40184172236790994
5439217923,0.4012401270907189
5439217931,0.40252484932158356
5439217932,0.40190264950053367
5439217934,0.40194027433048546
5439217941,0.40131815317106007
5439217943,0.40137445942542094
5439218244,0.42591077241596415
5439218311,0.4204911855114607
5439218312,0.4200131680221049
5439218314,0.4255740127734934
5439218321,0.42120657822393426
5439218322,0.4247651523127187
5439218323,0.4299157954409321
5439218324,0.4315399600650039
5439218331,0.4275274775895151
5439218332,0.4377164484391089
5439218333,0.43563045726145555
5439218334,0.45085549393965313
5439218341,0.44672361357737583
5439218342,0.4459284984072574
5439218343,0.4663605673439764
5439218344,0.46476257433330476
5439218411,0.4326232782484145
5439218412,0.443409442435572
5439218413,0.43599208331114947
5439218414,0.4456651329189146
5439218421,0.45242775245366423
5439218422,0.45640845441388433
5439218423,0.4520828755018114
5439218424,0.45274562950620006
5439218431,0.4421196611296039
5439218432,0.4478192899965782
5439218433,0.4524439964979549
5439218434,0.4505448050332505
5439218441,0.45208735517958754
5439218442,0.4501838639343646
5439218443,0.4524292241751123
5439218444,0.4493305972265868
5439218511,0.4534497972221181
5439218512,0.4456822812072401
5439218513,0.4487924788067306
5439218514,0.4414039606330066
5439218521,0.43448070746139383
5439218522,0.4143447956815657
5439218523,0.4305410572840323
5439218524,0.41045040838051694
5439218531,0.4447727497454372
5439218532,0.4376433073749552
5439218533,0.44289347294806397
5439218534,0.43597259897030677
5439218541,0.42867009496597275
5439218542,0.41736358136715557
5439218543,0.42957199726210077
5439218544,0.4216481803602359
5439218611,0.3967440021493554
5439218612,0.411667198090908
5439218613,0.39508120102509287
5439218614,0.40892193867512067
5439218621,0.4134107437998087
5439218623,0.411864904467877
5439218624,0.41175169404218415
5439218631,0.4100708116784815
5439218632,0.4106938052091349
5439218633,0.4151665257640658
5439218641,0.4115146655098731
5439218642,0.4111946896618853
5439218643,0.41181906847661964
5439218712,0.40979222062235765
5439218714,0.40938324696989686
5439218721,0.4081468212228212
5439218722,0.40679182763065613
5439218723,0.40786689238708
5439218724,0.4066395128763265
5439218731,0.41026546558013277
5439218741,0.40767921851825156
5439218742,0.4063783959492783
5439218811,0.40975752682552713
5439218833,0.4053110185391798
5439218834,0.40446773548732257
5439218842,0.40310502459949504
5439218843,0.40374291292333614
5439218844,0.4031181637089899
5439218913,0.4025308659265341
5439218923,0.4014417065175029
5439218931,0.40253574251570684
5439218932,0.4019892829242997
5439218933,0.4025436861866388
5439218934,0.4019954305295424
5439219221,0.42351713562859095
5439219222,0.4309445582757122
5439219224,0.4357285941668335
5439219241,0.42839922816098114
5439219242,0.4391579880650171
5439219243,0.4286959299853378
5439219244,0.43941452088486244
5439219311,0.44248422812550053
5439219312,0.45800146840559053
5439219313,0.44798303143958096
5439219314,0.45922031247539274
5439219321,0.475927007224062
5439219322,0.47552778983027777
5439219323,0.4689074130441221
5439219324,0.47341885998480804
5439219331,0.45258360536330033
5439219332,0.4607423501532283
5439219333,0.45252774798676443
5439219334,0.4590215264584979
5439219341,0.4584384849153412
5439219342,0.46379582982314627
5439219343,0.44917309006253175
5439219344,0.4510464454701731
5439219411,0.46176522105749723
5439219412,0.45428580929432183
5439219413,0.4647986389593515
5439219414,0.45650398011032706
5439219421,0.45281983948812987
5439219422,0.44870577771129067
5439219423,0.4522806019225172
5439219424,0.447265925371736
5439219431,0.46136680307499206
5439219432,0.45500692450154967
5439219433,0.45310432969305103
5439219434,0.4495784801173651
5439219441,0.44988289417980887
5439219442,0.44460075792430587
5439219443,0.4452718068289232
5439219444,0.4406565507110488
5439219511,0.4420417317209189
5439219512,0.4360632147081709
5439219513,0.4407907884801353
5439219514,0.43539604324978126
5439219521,0.435425974668581
5439219522,0.4279232817952773
5439219523,0.43497929685717884
5439219524,0.42861334346732205
5439219531,0.4386156926496562
5439219532,0.4332396424905539
5439219533,0.4355753499559042
5439219541,0.42944897332216336
5439219542,0.4246175345777794
5439219611,0.41814280749756955
5439219613,0.4194306105112359
5439219633,0.41819733030593215
5439219634,0.41498122552591044
5439219641,0.41269385805579
5439219644,0.41079242295641655
5439219712,0.4086043803018258
5439219713,0.40963437614338666
5439219714,0.4084492995857692
5439219721,0.40744666160434123
5439219724,0.4062937075731046
5439219731,0.4095092948012744
5439219743,0.407064940454887
5439219744,0.4060981289812361
5439219811,0.40533783252372346
5439219812,0.4044925469386379
5439219813,0.4053480138018467
5439219821,0.4037717406090704
5439219823,0.40378674756660105
5439219824,0.40313547729983257
5439219831,0.4053068760924396
5439219842,0.403113112606599
5439219844,0.40306499919194894
5439219914,0.4019809477838737
5439219931,0.4025124070081251
5439310212,0.4204810982717649
5439310221,0.42696050022583215
5439310222,0.435733007311677
5439310223,0.42379409824387765
5439310224,0.429781555003526
5439310242,0.42379851655686607
5439310311,0.44523275551808733
5439310312,0.4482233637994074
5439310313,0.43495879659388786
5439310314,0.4352485946020539
5439310321,0.4397036687908639
5439310322,0.4395321181511528
5439310331,0.4261504526291988
5439310412,0.44110835814261096
5439310414,0.43032598328391963
5439310421,0.43865769944932637
5439310422,0.43558203628045866
5439310423,0.4303892673809433
5439310424,0.42964929987952655
5439310432,0.4261425955318545
5439310433,0.4376191846792297
5439310434,0.4457384469076832
5439310441,0.4221807705650888
5439310442,0.42340657375471596
5439310443,0.42077882006211115
5439310444,0.4179761243828279
5439310511,0.4318487449338579
5439310512,0.4278689240966492
5439310514,0.424883395082178
5439310521,0.42405241733210247
5439310522,0.42048746987579877
5439310531,0.4233078327915342
5439310532,0.4218094297192227
5439310533,0.41925850357177347
5439310611,0.4172465635803118
5439310612,0.4145079753509648
5439310613,0.4162371782932026
5439310712,0.40794569104525435
5439310721,0.40689307425094645
5439310722,0.4059529062864429
5439311321,0.4116918410796858
5439311322,0.4133558853182812
5439311323,0.4092458310812736
5439311324,0.4087052069739882
5439311341,0.4081060108955099
5439311342,0.4064011666566052
5439311343,0.40751809671235273
5439311411,0.4349550121440455
5439311412,0.4417325449841403
5439311421,0.41866670365396685
5439311422,0.4141542642180337
5439311423,0.4122894948244282
5439311424,0.41162547341942823
5439311511,0.41590942512633716
5439311614,0.41052079578076595
5439311623,0.4093789587363147
5439311624,0.4083024193696807
5439311632,0.4096272165147225
5439311641,0.40865776621723793
5439312312,0.4074882344965928
5439312321,0.4070537058073451
